jenis_kelamin,jurusan_s1,spesialisasi_s1,minat,keterampilan,judul_sertifikasi,pekerjaan_pertama,ipk_s1,profil_lengkap
Female,Sarjana Sains,Aplikasi Komputer,Cloud Computing,Java; Python; SQL,"Linux,Git",Software,3.4,Sarjana Sains | Aplikasi Komputer | Cloud Computing | Java; Python; SQL | Software
Male,Magister Komputer,Teknik Informatika,Teknologi; Kepemerintahan,Berpikir Analitis; Good Communication Skills; Keterampilan Komunikasi; Product Knowledge; Risk Management Skills,No,Customer Service,1.87,Magister Komputer | Teknik Informatika | Technology;Govt. Job | Berpikir Analitis; Good Communication Skills; Keterampilan Komunikasi; Product Knowledge; Risk Management Skills | Customer Service
Female,Sarjana Teknik,Civil Engineering,Teknologi; Analisis Data; Ilmuwan Data; Pengembangan Web,Artificial Intelligence; C++; Linux; Pembelajaran Mesin; Python; SQL; Visualisasi Data (Power BI/Tableau),Tableau,Data Analyst,2.96,Sarjana Teknik | Civil Engineering | Technology;Data Analytics;Data Scientist;Web Development | Artificial Intelligence; C++; Linux; Pembelajaran Mesin; Python; SQL; Visualisasi Data (Power BI/Tableau) | Data Analyst
Female,Sarjana Sains,Teknik Informatika,News Coverage; Understand Human Behaviour; Content Writing; Digital Marketing,Berpikir Kritis; Content Creation; Editing (Penyuntingan); Gathering Information; Keterampilan Komunikasi; Mass Communication; Mendengarkan Aktif; Menulis; People Management; Problem Solving Skills,No,Catalog Associate,3.12,Sarjana Sains | Teknik Informatika | News Coverage;Understand Human Behaviour;Content Writing;Digital Marketing | Berpikir Kritis; Content Creation; Editing (Penyuntingan); Gathering Information; Keterampilan Komunikasi; Mass Communication; Mendengarkan Aktif; Menulis; People Management; Problem Solving Skills | Catalog Associate
Female,Sarjana Ekonomi,Teknik Informatika,Analisis Keuangan,Akuntansi; Business Knowledge; Finance Related Skills; People Management,Handicraft,Tidak Tersedia,2.36,Sarjana Ekonomi | Teknik Informatika | Financial Analysis | Akuntansi; Business Knowledge; Finance Related Skills; People Management | Tidak Tersedia
Female,Sarjana Teknik,Accounting,Ilmuwan Data; Information Technology,Artificial Intelligence; C++; Linux; Python; SQL; Visualisasi Data (Power BI/Tableau),Oracle,Business Analyst,3.55,Sarjana Teknik | Accounting | Data Scientist;Information Technology | Artificial Intelligence; C++; Linux; Python; SQL; Visualisasi Data (Power BI/Tableau) | Business Analyst
Female,Sarjana Sastra,Teknik Informatika,Pengajaran,Mengajar,Dled,Tidak Tersedia,2.48,Sarjana Sastra | Teknik Informatika | Teaching | Mengajar | Tidak Tersedia
Male,Sarjana Teknik,Teknik Informatika,Teknologi,Tidak Tersedia,No,Software Developer,3.15,Sarjana Teknik | Teknik Informatika | Technology | Tidak Tersedia | Software Developer
Male,Sarjana Teknik,Teknik Informatika,Teknologi,Java; Kerja Tim; Pemrograman; SQL,No,Computer Software Engineer,3.03,Sarjana Teknik | Teknik Informatika | Technology | Java; Kerja Tim; Pemrograman; SQL | Computer Software Engineer
Female,Sarjana Komputer,Teknik Informatika,Analisis Keuangan; Understand Human Behaviour,Kepemimpinan,No,Tidak Tersedia,2.8,Sarjana Komputer | Teknik Informatika | Financial Analysis;Understand Human Behaviour | Kepemimpinan | Tidak Tersedia
Male,Sarjana Teknik,Aplikasi Komputer,Teknologi; Kewirausahaan,Creativity Skills; Kepemimpinan; Kerja Tim; Market Study; Pemrograman,"Java Training,Power Bi",Java Developer,3.15,"Sarjana Teknik | Aplikasi Komputer | Technology,Entrepreneurship | Creativity Skills; Kepemimpinan; Kerja Tim; Market Study; Pemrograman | Java Developer"
Male,Sarjana Teknik,Teknik Informatika,Analisis Keuangan,Berpikir Analitis; Microsoft Excel; Ml; Problem Solving Skills; Python; Risk Managing; SQL; Visualisasi Data (Power BI/Tableau),Data Science Course Completion,Data Analyst,2.76,Sarjana Teknik | Teknik Informatika | Financial Analysis | Berpikir Analitis; Microsoft Excel; Ml; Problem Solving Skills; Python; Risk Managing; SQL; Visualisasi Data (Power BI/Tableau) | Data Analyst
Female,Sarjana Teknik,Aplikasi Komputer,Penelitian; Analisis Data; Ilmuwan Data; Ilmu Data,Gathering Information; Good Communication Skills; Matlab; Mendengarkan Aktif; Mengajar; Problem Solving Skills,C And C++,Tidak Tersedia,3.24,Sarjana Teknik | Aplikasi Komputer | Research;Data Analytics;Data Scientist;All Fields Related To Data Science. | Gathering Information; Good Communication Skills; Matlab; Mendengarkan Aktif; Mengajar; Problem Solving Skills | Tidak Tersedia
Male,Sarjana Teknik,Ilmu Komputer,Teknologi,Artistic Skills; C++; Editing (Penyuntingan); Keterampilan Komunikasi; Microsoft Excel; Python; SQL,Sql,Programmer,2.4,Sarjana Teknik | Ilmu Komputer | Technology | Artistic Skills; C++; Editing (Penyuntingan); Keterampilan Komunikasi; Microsoft Excel; Python; SQL | Programmer
Male,Sarjana Sains,Teknik Informatika,Analisis Keuangan; Analisis Data; Social Media Marketing,Berpikir Analitis; Berpikir Kritis; Business Knowledge; SQL,No,Senior Analyst,2.25,Sarjana Sains | Teknik Informatika | Financial Analysis;Data Analytics;Social Media Marketing | Berpikir Analitis; Berpikir Kritis; Business Knowledge; SQL | Senior Analyst
Female,Sarjana Teknik,Teknologi Informasi,Penelitian; Teknologi; Analisis Data; Ilmuwan Data,Artistic; Berpikir Kritis; Creative Skills; Gathering Information; Good Communication Skills; Keterampilan Komunikasi; Keterampilan Presentasi; Mendengarkan Aktif; Menulis; Problem Solving Skills; Risk Management Skills; Visualisasi Data (Power BI/Tableau),Advanced Java,Quality Assurance,3.0,Sarjana Teknik | Teknologi Informasi | Research;Technology;Data Analytics;Data Scientist | Artistic; Berpikir Kritis; Creative Skills; Gathering Information; Good Communication Skills; Keterampilan Komunikasi; Keterampilan Presentasi; Mendengarkan Aktif; Menulis; Problem Solving Skills; Risk Management Skills; Visualisasi Data (Power BI/Tableau) | Quality Assurance
Male,Sarjana Teknik,Teknik Informatika,Penjualan/Pemasaran; Pengajaran; Kewirausahaan,Business Knowledge; Creativity Skills; Kepemimpinan; Kerja Tim; Kerja di Bawah Tekanan; Keterampilan Interpersonal; Keterampilan Komunikasi; Keterampilan Presentasi; Logika; Market Study; Microsoft Excel; Negotiation Skills; Observation Skills; Sales,Tech Programs,Business Development Associate,3.38,"Sarjana Teknik | Teknik Informatika | Sales/Marketing, Teaching, Entrepreneurship | Business Knowledge; Creativity Skills; Kepemimpinan; Kerja Tim; Kerja di Bawah Tekanan; Keterampilan Interpersonal; Keterampilan Komunikasi; Keterampilan Presentasi; Logika; Market Study; Microsoft Excel; Negotiation Skills; Observation Skills; Sales | Business Development Associate"
Male,Sarjana Teknik,Teknik Informatika,Teknologi; Understand Human Behaviour; Understand Human Body; Ilmuwan Data,Business Knowledge; Lotus Notes; Mendengarkan Aktif,Notes,Lotus Notes Admin,2.4,Sarjana Teknik | Teknik Informatika | Technology;Understand Human Behaviour;Understand Human Body;Data Scientist | Business Knowledge; Lotus Notes; Mendengarkan Aktif | Lotus Notes Admin
Female,Sarjana Teknik,Csit,Teknologi; Analisis Data; Ilmuwan Data; Information Technology,Berpikir Analitis; Berpikir Kritis; Business Knowledge; Client Management; Gathering Information; Hr; Mendengarkan Aktif; Negotiation Skills; Pemrograman; People Management; SQL; Us & Canada Recruitment (It,"Certified Plsql And Bigdata Analysis, Vendor Management From Linkedin",Recruitment Specialist; Senior Technical Recruiter; Talent Acquisition Specialist (It),2.28,"Sarjana Teknik | Csit | Technology;Data Analytics;Data Scientist;Information Technology | Berpikir Analitis; Berpikir Kritis; Business Knowledge; Client Management; Gathering Information; Hr; Mendengarkan Aktif; Negotiation Skills; Pemrograman; People Management; SQL; Us & Canada Recruitment (It | Senior Technical Recruiter, Recruitment Specialist, Talent Acquisition Specialist (It)"
Female,Sarjana Teknik,Information Technalogy (It),Information Technology,Berpikir Kritis; Good Communication Skills; Kepemimpinan; Pembelajaran Mesin; Pemrograman; Programming Language C; Python; Visualisasi Data (Power BI/Tableau),Data Science,Tidak Tersedia,2.92,Sarjana Teknik | Information Technalogy (It) | Information Technology | Berpikir Kritis; Good Communication Skills; Kepemimpinan; Pembelajaran Mesin; Pemrograman; Programming Language C; Python; Visualisasi Data (Power BI/Tableau) | Tidak Tersedia
Female,Sarjana Teknik,Teknik Informatika,Teknologi,Linux,No,Linux Administrator,2.26,Sarjana Teknik | Teknik Informatika | Technology | Linux | Linux Administrator
Female,Sarjana Ekonomi,Teknik Informatika,Analisis Keuangan; Penjualan/Pemasaran; Kepemerintahan; Game Industry; Digital Marketing; Pengembangan Web; Market Reserach; Industires; Desain,Akuntansi; Business Knowledge; Finance Related Skills; Pemrograman; People Management; Risk Management Skills,Ccc,Tidak Tersedia,2.6,Sarjana Ekonomi | Teknik Informatika | Financial Analysis;Sales/Marketing;Govt. Job;Game Industry;Digital Marketing;Web Development;Market Reserach;Industires;Design | Akuntansi; Business Knowledge; Finance Related Skills; Pemrograman; People Management; Risk Management Skills | Tidak Tersedia
Female,Sarjana Teknik,Commerce,Teknologi; Ilmuwan Data; Machine Learning,Good Communication Skills; Hardware Skills; Keterampilan Komunikasi; Matlab; Mendengarkan Aktif; Pemrograman; Python; SQL,No,Store Assistant,2.4,Sarjana Teknik | Commerce | Technology;Data Scientist;Machine Learning | Good Communication Skills; Hardware Skills; Keterampilan Komunikasi; Matlab; Mendengarkan Aktif; Pemrograman; Python; SQL | Store Assistant
Male,Sarjana Teknik,Aplikasi Komputer,Social Justice; Teknologi,Berpikir Analitis; Berpikir Kritis; Business Knowledge; Creativity Skills; Designing Skills; Kepemimpinan; Kerja Tim; Keterampilan Interpersonal; Keterampilan Komunikasi; Negotiation Skills; Problem Solving Skills; Risk Managing,Innovation Engineer,Computer Software Engineer,3.23,"Sarjana Teknik | Aplikasi Komputer | Social Justice, Technology | Berpikir Analitis; Berpikir Kritis; Business Knowledge; Creativity Skills; Designing Skills; Kepemimpinan; Kerja Tim; Keterampilan Interpersonal; Keterampilan Komunikasi; Negotiation Skills; Problem Solving Skills; Risk Managing | Computer Software Engineer"
Male,Sarjana Teknik,"Electrical, Electronics And Power Engineering",Penelitian; Game Industry; Digital Marketing; Ilmuwan Data; Ilmu Data; Information Technology; Blockchain,Berpikir Analitis; Berpikir Kritis; Gathering Information; Keterampilan Presentasi; Mendengarkan Aktif; Pembelajaran Mesin; Pemrograman; Problem Solving Skills; Python; SQL,Data Science & Tableau,Executive Engineer,2.68,"Sarjana Teknik | Electrical, Electronics And Power Engineering | Research;Game Industry;Digital Marketing;Data Scientist;All Fields Related To Data Science.;Information Technology;Blockchain | Berpikir Analitis; Berpikir Kritis; Gathering Information; Keterampilan Presentasi; Mendengarkan Aktif; Pembelajaran Mesin; Pemrograman; Problem Solving Skills; Python; SQL | Executive Engineer"
Male,Sarjana Teknik,Teknologi Informasi,Teknologi; Analisis Data; Ilmuwan Data; Ilmu Data,Berpikir Analitis; Business Knowledge; Content Creation; Designing Skills; Gathering Information; Keterampilan Presentasi,Python Programming,Product Development Associate,2.85,Sarjana Teknik | Teknologi Informasi | Technology;Data Analytics;Data Scientist;All Fields Related To Data Science. | Berpikir Analitis; Business Knowledge; Content Creation; Designing Skills; Gathering Information; Keterampilan Presentasi | Product Development Associate
Male,Sarjana Teknik,Teknik Informatika,Teknologi; Kewirausahaan,Business Knowledge; Creativity Skills; Editing (Penyuntingan); Kerja Tim; Kerja di Bawah Tekanan; Keterampilan Komunikasi; Linux; Membaca; Microsoft Excel; Observation Skills; Pemrograman; People Management; Problem Solving Skills; SQL,Azure Az-900,Dot Net Developer,2.85,"Sarjana Teknik | Teknik Informatika | Technology, Entrepreneurship | Business Knowledge; Creativity Skills; Editing (Penyuntingan); Kerja Tim; Kerja di Bawah Tekanan; Keterampilan Komunikasi; Linux; Membaca; Microsoft Excel; Observation Skills; Pemrograman; People Management; Problem Solving Skills; SQL | Dot Net Developer"
Male,Sarjana Teknik,Teknologi Informasi,Penelitian; Penjualan/Pemasaran; Kewirausahaan,Business Knowledge; Digital Marketing; Kerja di Bawah Tekanan; People Management,Digital Marketing,Digital; Social Media Marketer,2.66,"Sarjana Teknik | Teknologi Informasi | Research, Sales/Marketing, Entrepreneurship | Business Knowledge; Digital Marketing; Kerja di Bawah Tekanan; People Management | Digital/Social Media Marketer"
Female,Diploma,Teknologi Informasi,Social Justice; Pengajaran; Kepemerintahan; Agriculture; Services,Berpikir Kritis; Gathering Information; Good Communication Skills; Kepemimpinan; Keterampilan Komunikasi; Mendengarkan Aktif; Mengajar; Pemrograman,D.El.Ed.,Receptionist In Coaching Center,3.12,"Diploma | Teknologi Informasi | Social Justice;Teaching;Govt. Job;Agriculture, Services | Berpikir Kritis; Gathering Information; Good Communication Skills; Kepemimpinan; Keterampilan Komunikasi; Mendengarkan Aktif; Mengajar; Pemrograman | Receptionist In Coaching Center"
Male,Sarjana Sastra,Teknik Informatika,Penelitian; Understand Human Behaviour; Understand Human Body; Web Designing; Content Writing; Game Industry,Content Creation; Designing Skills; Editing (Penyuntingan); Kepemimpinan; Mendengarkan Aktif; Menulis; Problem Solving Skills; Risk Management Skills,Photography,Tidak Tersedia,2.12,Sarjana Sastra | Teknik Informatika | Research;Understand Human Behaviour;Understand Human Body;Web Designing;Content Writing;Game Industry | Content Creation; Designing Skills; Editing (Penyuntingan); Kepemimpinan; Mendengarkan Aktif; Menulis; Problem Solving Skills; Risk Management Skills | Tidak Tersedia
Male,Sarjana Teknik,Teknik Informatika,Pengajaran,Berpikir Analitis; C++; Editing (Penyuntingan); Java; Oracle; Problem Solving Skills; Python,No,Not Working,3.08,Sarjana Teknik | Teknik Informatika | Teaching | Berpikir Analitis; C++; Editing (Penyuntingan); Java; Oracle; Problem Solving Skills; Python | Not Working
Female,Sarjana Teknik,Teknik Informatika,Penelitian; Penjualan/Pemasaran; Teknologi; Understand Human Behaviour,Designing Skills; Keterampilan Komunikasi; Negotiation Skills; Product Knowledge,"Catia, Autocad, Ansys",Design Engineer,2.77,Sarjana Teknik | Teknik Informatika | Research;Sales/Marketing;Technology;Understand Human Behaviour | Designing Skills; Keterampilan Komunikasi; Negotiation Skills; Product Knowledge | Design Engineer
Male,Sarjana Teknik,Teknik Informatika,Kewirausahaan,Editing (Penyuntingan); Microsoft Excel; Powerbi,No,Data Analyst,2.96,Sarjana Teknik | Teknik Informatika | Entrepreneurship | Editing (Penyuntingan); Microsoft Excel; Powerbi | Data Analyst
Male,Sarjana Teknik,Teknik Informatika,Pengajaran; Teknologi; Perdagangan,Artistic; Berpikir Kritis; Creative Skills; Pemrograman,No,Tidak Tersedia,2.66,Sarjana Teknik | Teknik Informatika | Teaching;Technology;Trading | Artistic; Berpikir Kritis; Creative Skills; Pemrograman | Tidak Tersedia
Male,Sarjana Teknik,Teknik Informatika,Penelitian; Understand Human Body; Biotechnology,Bacterial Culture; Cell Culture; Chromatography; Electrospinning; Environmental Biotechnology; Gas Chromatographyhigh-Performance Liquid Chromatography (Hplc; Mammalian Cell Culture; Microbiology; Nanobiotechnology; Nanomaterials; Nanoparticles; Ndds; Plant Tissue Culture; Tissue Culture; Uv; Vis Spectroscopy,Novel Drug Delivery Systems; Industrial Biotechnology,Research Associate,2.85,"Sarjana Teknik | Teknik Informatika | Research,Understand Human Body,Biotechnology | Bacterial Culture; Cell Culture; Chromatography; Electrospinning; Environmental Biotechnology; Gas Chromatographyhigh-Performance Liquid Chromatography (Hplc; Mammalian Cell Culture; Microbiology; Nanobiotechnology; Nanomaterials; Nanoparticles; Ndds; Plant Tissue Culture; Tissue Culture; Uv; Vis Spectroscopy | Research Associate"
Female,Sarjana Teknik,Aplikasi Komputer,Teknologi,Tidak Tersedia,No,Graduate Trainee,3.04,Sarjana Teknik | Aplikasi Komputer | Technology | Tidak Tersedia | Graduate Trainee
Male,Sarjana Sains,Teknik Informatika,Game Industry,Business Knowledge; Finance Related Skills; Java; SQL,No,Hdfc Bank,2.8,Sarjana Sains | Teknik Informatika | Game Industry | Business Knowledge; Finance Related Skills; Java; SQL | Hdfc Bank
Male,Sarjana Teknik,Ilmu Komputer,Penelitian; Understand Human Body; Biotechnology,Berpikir Kritis; Food Microbiology; Food Safety; Food Technology; Good Manufacturing Practice (Gmp; Hazard Analysis And Critical Control Points (Haccp; Pemecahan Masalah; Quality Assurance,Food Technology;Food Safety;Quality Assurance,Lab Technician -Food Safety & Quality,3.52,"Sarjana Teknik | Ilmu Komputer | Research,Understand Human Body,Biotechnology | Berpikir Kritis; Food Microbiology; Food Safety; Food Technology; Good Manufacturing Practice (Gmp; Hazard Analysis And Critical Control Points (Haccp; Pemecahan Masalah; Quality Assurance | Lab Technician -Food Safety & Quality"
Male,Sarjana Teknik,Computer Science & Engineering,Desain,Business Knowledge; Designing Skills; Keterampilan Komunikasi; Menulis; Pembelajaran Mesin,No,Still Working Jbm Auto Pvt Ltd Company Engineering Quality Department,2.74,Sarjana Teknik | Computer Science & Engineering | Design | Business Knowledge; Designing Skills; Keterampilan Komunikasi; Menulis; Pembelajaran Mesin | Still Working Jbm Auto Pvt Ltd Company Engineering Quality Department
Female,Sarjana Teknik,Teknik Informatika,Penjualan/Pemasaran,Business Knowledge; Java; Microsoft Excel; Reporting; SQL,"Java, Ms Excel",Business Analyst,3.0,Sarjana Teknik | Teknik Informatika | Sales/Marketing | Business Knowledge; Java; Microsoft Excel; Reporting; SQL | Business Analyst
Female,Sarjana Teknik,Teknologi Informasi,Teknologi,C++; SQL,No,Software,3.44,Sarjana Teknik | Teknologi Informasi | Technology | C++; SQL | Software
Female,Sarjana Teknik,Teknik Informatika,Penjualan/Pemasaran; Desain,Business Knowledge; Gathering Information; Kepemimpinan; Keterampilan Komunikasi; People Management; Sales,No,Business Development Manager,2.56,Sarjana Teknik | Teknik Informatika | Sales/Marketing;Design | Business Knowledge; Gathering Information; Kepemimpinan; Keterampilan Komunikasi; People Management; Sales | Business Development Manager
Male,Magister Komputer,Teknik Informatika,Teknologi,Pemrograman,No,Pengembang,3.76,Magister Komputer | Teknik Informatika | Technology | Pemrograman | Developer
Male,Sarjana Teknik,Teknik Informatika,Analisis Keuangan; Penelitian; Teknologi; Perdagangan,Berpikir Analitis; Building Rapport; C++; Creativity Skills; Editing (Penyuntingan); Gathering Informing; Java; Kepemimpinan; Kerja Tim; Kerja di Bawah Tekanan; Keterampilan Komunikasi; Linux; Membaca; Mendengarkan Aktif; Ml; Pemrograman; People Management; Python; SQL; Subject Knowledge,No,Mahasiswa (Belum Bekerja),3.3,"Sarjana Teknik | Teknik Informatika | Financial Analysis, Research, Technology, Trading | Berpikir Analitis; Building Rapport; C++; Creativity Skills; Editing (Penyuntingan); Gathering Informing; Java; Kepemimpinan; Kerja Tim; Kerja di Bawah Tekanan; Keterampilan Komunikasi; Linux; Membaca; Mendengarkan Aktif; Ml; Pemrograman; People Management; Python; SQL; Subject Knowledge | Student (Unemployed)"
Male,Sarjana Teknik,Teknik Informatika,Teknologi; Analisis Data; Ilmuwan Data,Artificial Intelligence; Berpikir Analitis; Berpikir Kritis; Business Knowledge; C++; Kepemimpinan; Keterampilan Komunikasi; Mendengarkan Aktif; Menulis; Pembelajaran Mesin; Pemrograman; Problem Solving Skills; Python; Risk Management Skills; SQL; Visualisasi Data (Power BI/Tableau),Bsnl,Data Scientist,2.96,Sarjana Teknik | Teknik Informatika | Technology;Data Analytics;Data Scientist | Artificial Intelligence; Berpikir Analitis; Berpikir Kritis; Business Knowledge; C++; Kepemimpinan; Keterampilan Komunikasi; Mendengarkan Aktif; Menulis; Pembelajaran Mesin; Pemrograman; Problem Solving Skills; Python; Risk Management Skills; SQL; Visualisasi Data (Power BI/Tableau) | Data Scientist
Male,M.Tech,Taxation & Law,Analisis Data; Pengembangan Web; Ilmu Data,Berpikir Analitis; Kepemimpinan; Pemrograman,No,Data Analyst,2.52,M.Tech | Taxation & Law | Data Analytics;Web Development;All Fields Related To Data Science. | Berpikir Analitis; Kepemimpinan; Pemrograman | Data Analyst
Female,Sarjana Teknik,Mechanical(Cad/Cam),Analisis Data; Ilmuwan Data; Information Technology,Artificial Intelligence; Berpikir Analitis; Pembelajaran Mesin; Python; Visualisasi Data (Power BI/Tableau),Data Science Using Python & R Programming.Artificual Intelligence & Deeplearning,Tidak Tersedia,2.74,Sarjana Teknik | Mechanical(Cad/Cam) | Data Analytics;Data Scientist;Information Technology | Artificial Intelligence; Berpikir Analitis; Pembelajaran Mesin; Python; Visualisasi Data (Power BI/Tableau) | Tidak Tersedia
Male,Sarjana Ekonomi,Teknik Informatika,News Coverage; Penelitian; Pengajaran; Teknologi; Understand Human Behaviour; Web Designing; Content Writing; Analisis Data; Game Industry; Pengembangan Web; Market Reserach; Service; Infrastructure,Akuntansi; Berpikir Analitis; Berpikir Kritis; Business Knowledge; Cloud Computing; Content Creation; Designing Skills; Gathering Information; Good Communication Skills; Hardware Skills; Keterampilan Komunikasi; Linux; Matlab; Problem Solving Skills; Product Knowledge; Python; Risk Management Skills; SQL; Visualisasi Data (Power BI/Tableau),Data Science,Tidak Tersedia,3.31,Sarjana Ekonomi | Teknik Informatika | News Coverage;Research;Teaching;Technology;Understand Human Behaviour;Web Designing;Content Writing;Data Analytics;Game Industry;Web Development;Market Reserach;Service;Infrastructure | Akuntansi; Berpikir Analitis; Berpikir Kritis; Business Knowledge; Cloud Computing; Content Creation; Designing Skills; Gathering Information; Good Communication Skills; Hardware Skills; Keterampilan Komunikasi; Linux; Matlab; Problem Solving Skills; Product Knowledge; Python; Risk Management Skills; SQL; Visualisasi Data (Power BI/Tableau) | Tidak Tersedia
Female,Sarjana Teknik,Teknologi Informasi,News Coverage; Social Justice; Pengajaran; Teknologi; Understand Human Behaviour; Web Designing; Content Writing; Analisis Data; Digital Marketing; Home Interior Design; Pengembangan Web; Social Media Marketing; Gardening; Service; Social Causes; Industires; Desain; Navy Defence Related,Artistic; Berpikir Kritis; Business Knowledge; Client Management; Creative Skills; Good Communication Skills; Java; Kepemimpinan; Linux; Mendengarkan Aktif; Menulis; Pemrograman; SQL,Agile Safe,Associate Consultant,3.34,Sarjana Teknik | Teknologi Informasi | News Coverage;Social Justice;Teaching;Technology;Understand Human Behaviour;Web Designing;Content Writing;Data Analytics;Digital Marketing;Home Interior Design;Web Development;Social Media Marketing;Gardening;Service;Social Causes;Industires;Design;Navy Defence Related | Artistic; Berpikir Kritis; Business Knowledge; Client Management; Creative Skills; Good Communication Skills; Java; Kepemimpinan; Linux; Mendengarkan Aktif; Menulis; Pemrograman; SQL | Associate Consultant
Male,Sarjana Sains,Teknologi Informasi,Penelitian; Teknologi; Perdagangan,Berpikir Analitis; Kepemimpinan; Logika; Microsoft Excel; People Management; Problem Solving Skills; Python,Pgdca,Mahasiswa (Belum Bekerja),3.36,"Sarjana Sains | Teknologi Informasi | Research, Technology, Trading | Berpikir Analitis; Kepemimpinan; Logika; Microsoft Excel; People Management; Problem Solving Skills; Python | Student (Unemployed)"
Female,Sarjana Teknik,Teknik Informatika,Industires,Berpikir Analitis; Business Knowledge; Good Communication Skills; People Management; Problem Solving Skills; Product Knowledge,No,Quality Control Engineer,2.8,Sarjana Teknik | Teknik Informatika | Industires | Berpikir Analitis; Business Knowledge; Good Communication Skills; People Management; Problem Solving Skills; Product Knowledge | Quality Control Engineer
Male,Sarjana Teknik,Mathematics,Cyber Security; Teknologi; Analisis Data; Machine Learning; Cloud Computing,Cybersecurity; Servicenow; Splunk,Splunk Administration 6.3;Splunk Certified Power User 6.3;Giac Certification,Cyber Security Analyst,3.38,"Sarjana Teknik | Mathematics | Cyber Security,Technology,Data Analytics,Machine Learning,Cloud Computing | Cybersecurity; Servicenow; Splunk | Cyber Security Analyst"
Male,Sarjana Teknik,Accounting,Teknologi; Perdagangan; Game Industry; Information Technology,Automation; Gathering Information; Hardware Skills; Java; Pemrograman; Product Knowledge; SQL,Istqb,Software Tester,2.24,Sarjana Teknik | Accounting | Technology;Trading;Game Industry;Information Technology | Automation; Gathering Information; Hardware Skills; Java; Pemrograman; Product Knowledge; SQL | Software Tester
Male,Sarjana Teknik,Civil Engineering,Penelitian; Social Justice; Teknologi; Perdagangan; Understand Human Behaviour; Supply Chain Analysis; Analisis Data; Kepemerintahan; Game Industry; Digital Marketing; Ilmuwan Data; Pengembangan Web; Market Reserach; Social Media Marketing; Gardening; Service; Social Causes,Artificial Intelligence; Artistic; Berpikir Analitis; Berpikir Kritis; Business Knowledge; Content Creation; Creative Skills; Designing Skills; Editing (Penyuntingan); Gathering Information; Good Communication Skills; Hukum Perdata & Pidana; Kepemimpinan; Keterampilan Interpersonal; Keterampilan Komunikasi; Keterampilan Presentasi; Mass Communication; Mendengarkan Aktif; Menulis; Negotiation Skills; Pembelajaran Mesin; People Management; Problem Solving Skills; Product Knowledge; Python; Risk Management Skills; SQL; Visualisasi Data (Power BI/Tableau),Data Science And Ai,Production Engineer,2.64,Sarjana Teknik | Civil Engineering | Research;Social Justice;Technology;Trading;Understand Human Behaviour;Supply Chain Analysis;Data Analytics;Govt. Job;Game Industry;Digital Marketing;Data Scientist;Web Development;Market Reserach;Social Media Marketing;Gardening;Service;Social Causes | Artificial Intelligence; Artistic; Berpikir Analitis; Berpikir Kritis; Business Knowledge; Content Creation; Creative Skills; Designing Skills; Editing (Penyuntingan); Gathering Information; Good Communication Skills; Hukum Perdata & Pidana; Kepemimpinan; Keterampilan Interpersonal; Keterampilan Komunikasi; Keterampilan Presentasi; Mass Communication; Mendengarkan Aktif; Menulis; Negotiation Skills; Pembelajaran Mesin; People Management; Problem Solving Skills; Product Knowledge; Python; Risk Management Skills; SQL; Visualisasi Data (Power BI/Tableau) | Production Engineer
